frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label,sign,dynamic
1612,78.0,110.0,123.0,133.0,10.0,15.0,15.0,1.0
1613,87.0,113.0,123.0,126.0,10.0,15.0,15.0,1.0
1614,90.0,114.0,126.0,130.0,11.0,15.0,15.0,1.0
1615,93.0,121.0,123.0,121.0,18.0,15.0,15.0,1.0
1616,94.0,120.0,124.0,119.0,17.0,15.0,15.0,1.0
1617,92.0,125.0,126.0,122.0,23.0,15.0,15.0,1.0
1618,95.0,131.0,128.0,122.0,24.0,15.0,15.0,1.0
1619,99.0,126.0,128.0,125.0,27.0,15.0,15.0,1.0
1620,100.0,137.0,131.0,128.0,24.0,15.0,15.0,1.0
1621,89.0,129.0,126.0,127.0,30.0,15.0,15.0,1.0
1622,94.0,127.0,131.0,129.0,26.0,15.0,15.0,1.0
1623,86.0,130.0,131.0,129.0,40.0,15.0,15.0,1.0
1624,90.0,139.0,141.0,135.0,33.0,15.0,15.0,1.0
1625,88.0,148.0,148.0,133.0,40.0,15.0,15.0,1.0
1626,81.0,148.0,147.0,142.0,38.0,15.0,15.0,1.0
1627,76.0,153.0,155.0,146.0,33.0,15.0,15.0,1.0
1628,80.0,157.0,151.0,144.0,29.0,15.0,15.0,1.0
1629,78.0,145.0,145.0,137.0,29.0,15.0,15.0,1.0
1630,78.0,152.0,151.0,142.0,27.0,15.0,15.0,1.0
1631,78.0,144.0,145.0,139.0,22.0,15.0,15.0,1.0
1632,81.0,145.0,145.0,137.0,28.0,15.0,15.0,1.0
1633,78.0,139.0,142.0,136.0,19.0,15.0,15.0,1.0
1634,81.0,145.0,145.0,138.0,27.0,15.0,15.0,1.0
1635,77.0,141.0,141.0,138.0,16.0,15.0,15.0,1.0
1636,80.0,140.0,142.0,135.0,25.0,15.0,15.0,1.0
1637,72.0,137.0,142.0,139.0,16.0,15.0,15.0,1.0
1638,76.0,143.0,144.0,138.0,22.0,15.0,15.0,1.0
1639,71.0,142.0,141.0,139.0,16.0,15.0,15.0,1.0
1640,77.0,142.0,143.0,136.0,22.0,15.0,15.0,1.0
1641,74.0,142.0,144.0,139.0,17.0,15.0,15.0,1.0
1642,81.0,142.0,142.0,135.0,21.0,15.0,15.0,1.0
1643,77.0,139.0,143.0,137.0,18.0,15.0,15.0,1.0
1644,26.0,60.0,129.0,131.0,117.0,15.0,15.0,1.0
1645,25.0,57.0,130.0,137.0,121.0,15.0,15.0,1.0
1646,24.0,59.0,129.0,138.0,124.0,15.0,15.0,1.0
1647,26.0,58.0,127.0,137.0,125.0,15.0,15.0,1.0
1648,23.0,60.0,126.0,136.0,126.0,15.0,15.0,1.0
1668,19.0,59.0,124.0,133.0,126.0,16.0,16.0,
1669,20.0,60.0,125.0,134.0,127.0,16.0,16.0,
1670,19.0,59.0,124.0,133.0,127.0,16.0,16.0,
1671,34.0,59.0,120.0,122.0,114.0,16.0,16.0,
1672,19.0,59.0,126.0,134.0,127.0,16.0,16.0,
1673,33.0,57.0,119.0,119.0,112.0,16.0,16.0,
1674,32.0,59.0,118.0,127.0,111.0,16.0,16.0,
1675,31.0,52.0,88.0,125.0,112.0,16.0,16.0,
1676,19.0,59.0,125.0,133.0,127.0,16.0,16.0,
1677,34.0,53.0,114.0,116.0,108.0,16.0,16.0,
1678,32.0,52.0,77.0,123.0,110.0,16.0,16.0,
1679,32.0,51.0,74.0,121.0,109.0,16.0,16.0,
1680,34.0,53.0,91.0,126.0,112.0,16.0,16.0,
1681,32.0,50.0,65.0,127.0,115.0,16.0,16.0,
1682,20.0,59.0,124.0,133.0,127.0,16.0,16.0,
1683,21.0,59.0,124.0,133.0,127.0,16.0,16.0,
1684,20.0,59.0,125.0,133.0,127.0,16.0,16.0,
1685,35.0,57.0,107.0,118.0,113.0,16.0,16.0,
1686,32.0,56.0,108.0,127.0,113.0,16.0,16.0,
1687,20.0,59.0,125.0,134.0,127.0,16.0,16.0,
1688,34.0,57.0,119.0,120.0,113.0,16.0,16.0,
1689,21.0,58.0,124.0,133.0,127.0,16.0,16.0,
1690,33.0,59.0,123.0,125.0,116.0,16.0,16.0,
1691,20.0,59.0,125.0,133.0,128.0,16.0,16.0,
1692,20.0,60.0,124.0,133.0,127.0,16.0,16.0,
1693,20.0,59.0,123.0,132.0,127.0,16.0,16.0,
1694,20.0,59.0,125.0,131.0,127.0,16.0,16.0,
1695,20.0,59.0,124.0,132.0,128.0,16.0,16.0,
1696,19.0,61.0,124.0,132.0,127.0,16.0,16.0,
1697,19.0,60.0,125.0,133.0,128.0,16.0,16.0,
1698,19.0,61.0,125.0,133.0,128.0,16.0,16.0,
1699,19.0,60.0,124.0,132.0,127.0,16.0,16.0,
1700,20.0,60.0,125.0,133.0,128.0,16.0,16.0,
1701,20.0,61.0,125.0,132.0,128.0,16.0,16.0,
1702,20.0,60.0,125.0,133.0,128.0,16.0,16.0,
1703,20.0,60.0,126.0,134.0,128.0,16.0,16.0,
1704,19.0,60.0,125.0,133.0,128.0,16.0,16.0,
1705,20.0,60.0,124.0,132.0,128.0,16.0,16.0,
1706,20.0,59.0,124.0,132.0,127.0,16.0,16.0,
1707,20.0,60.0,124.0,132.0,128.0,16.0,16.0,
1708,19.0,58.0,124.0,131.0,127.0,16.0,16.0,
1709,20.0,59.0,124.0,131.0,126.0,16.0,16.0,
1710,20.0,60.0,124.0,131.0,127.0,16.0,16.0,
1745,60.0,3.0,104.0,108.0,113.0,17.0,17.0,
1746,61.0,3.0,104.0,108.0,113.0,17.0,17.0,
1747,61.0,3.0,104.0,107.0,114.0,17.0,17.0,
1748,60.0,2.0,104.0,109.0,114.0,17.0,17.0,
1749,62.0,3.0,104.0,107.0,113.0,17.0,17.0,
1750,59.0,3.0,104.0,109.0,114.0,17.0,17.0,
1751,62.0,3.0,104.0,107.0,113.0,17.0,17.0,
1752,64.0,7.0,103.0,121.0,118.0,17.0,17.0,
1753,62.0,77.0,4.0,84.0,104.0,17.0,17.0,
1754,59.0,65.0,21.0,112.0,119.0,17.0,17.0,
1755,37.0,100.0,36.0,21.0,21.0,17.0,17.0,
1756,60.0,3.0,105.0,109.0,114.0,17.0,17.0,
1757,59.0,2.0,104.0,109.0,114.0,17.0,17.0,
1758,61.0,3.0,104.0,107.0,113.0,17.0,17.0,
1759,60.0,3.0,104.0,108.0,113.0,17.0,17.0,
1760,60.0,3.0,104.0,108.0,113.0,17.0,17.0,
1761,60.0,3.0,103.0,107.0,112.0,17.0,17.0,
1762,60.0,3.0,104.0,108.0,114.0,17.0,17.0,
1763,60.0,3.0,102.0,106.0,112.0,17.0,17.0,
1764,62.0,3.0,103.0,108.0,114.0,17.0,17.0,
1765,60.0,3.0,103.0,107.0,113.0,17.0,17.0,
1766,59.0,2.0,102.0,107.0,113.0,17.0,17.0,
1767,58.0,2.0,102.0,106.0,113.0,17.0,17.0,
1768,60.0,2.0,102.0,107.0,113.0,17.0,17.0,
1769,59.0,3.0,102.0,107.0,113.0,17.0,17.0,
1770,60.0,2.0,103.0,107.0,113.0,17.0,17.0,
1771,60.0,3.0,100.0,106.0,112.0,17.0,17.0,
1772,58.0,3.0,100.0,105.0,112.0,17.0,17.0,
1773,58.0,3.0,101.0,106.0,113.0,17.0,17.0,
1774,61.0,2.0,102.0,106.0,113.0,17.0,17.0,
1775,66.0,87.0,89.0,110.0,112.0,17.0,17.0,
1776,59.0,3.0,101.0,106.0,112.0,17.0,17.0,
1777,61.0,2.0,102.0,107.0,113.0,17.0,17.0,
1778,63.0,3.0,103.0,107.0,113.0,17.0,17.0,
1779,60.0,3.0,102.0,106.0,113.0,17.0,17.0,
1780,59.0,3.0,102.0,107.0,113.0,17.0,17.0,
1781,59.0,3.0,102.0,106.0,113.0,17.0,17.0,
1782,59.0,2.0,102.0,106.0,113.0,17.0,17.0,
1783,58.0,2.0,102.0,106.0,113.0,17.0,17.0,
1784,61.0,2.0,102.0,105.0,112.0,17.0,17.0,
1839,74.0,110.0,105.0,131.0,123.0,18.0,18.0,1.0
1840,75.0,110.0,106.0,131.0,120.0,18.0,18.0,1.0
1841,74.0,110.0,104.0,130.0,122.0,18.0,18.0,1.0
1842,70.0,109.0,103.0,131.0,120.0,18.0,18.0,1.0
1843,72.0,111.0,106.0,131.0,122.0,18.0,18.0,1.0
1844,76.0,113.0,107.0,132.0,121.0,18.0,18.0,1.0
1845,76.0,112.0,108.0,132.0,122.0,18.0,18.0,1.0
1846,76.0,111.0,105.0,132.0,121.0,18.0,18.0,1.0
1847,77.0,112.0,104.0,134.0,121.0,18.0,18.0,1.0
1848,81.0,113.0,104.0,133.0,120.0,18.0,18.0,1.0
1849,79.0,112.0,103.0,133.0,120.0,18.0,18.0,1.0
1850,81.0,110.0,102.0,133.0,120.0,18.0,18.0,1.0
1851,78.0,112.0,103.0,134.0,121.0,18.0,18.0,1.0
1852,81.0,112.0,105.0,133.0,121.0,18.0,18.0,1.0
1853,78.0,111.0,103.0,134.0,121.0,18.0,18.0,1.0
1854,82.0,112.0,103.0,134.0,121.0,18.0,18.0,1.0
1855,81.0,111.0,104.0,134.0,121.0,18.0,18.0,1.0
1856,79.0,110.0,105.0,133.0,121.0,18.0,18.0,1.0
1857,77.0,113.0,104.0,135.0,122.0,18.0,18.0,1.0
1858,80.0,113.0,104.0,135.0,121.0,18.0,18.0,1.0
1859,74.0,113.0,98.0,137.0,120.0,18.0,18.0,1.0
1860,80.0,114.0,98.0,134.0,118.0,18.0,18.0,1.0
1861,77.0,113.0,96.0,137.0,120.0,18.0,18.0,1.0
1862,77.0,114.0,97.0,134.0,118.0,18.0,18.0,1.0
1863,70.0,112.0,96.0,137.0,120.0,18.0,18.0,1.0
1864,70.0,112.0,95.0,137.0,119.0,18.0,18.0,1.0
1865,68.0,110.0,94.0,138.0,120.0,18.0,18.0,1.0
1866,70.0,111.0,93.0,137.0,122.0,18.0,18.0,1.0
1867,70.0,111.0,95.0,137.0,120.0,18.0,18.0,1.0
1868,71.0,111.0,93.0,138.0,121.0,18.0,18.0,1.0
1869,72.0,110.0,90.0,135.0,117.0,18.0,18.0,1.0
1870,71.0,109.0,89.0,136.0,118.0,18.0,18.0,1.0
1871,74.0,106.0,88.0,128.0,112.0,18.0,18.0,1.0
1872,70.0,110.0,91.0,136.0,116.0,18.0,18.0,1.0
1873,77.0,110.0,98.0,129.0,115.0,18.0,18.0,1.0
1874,74.0,109.0,94.0,129.0,115.0,18.0,18.0,1.0
1875,73.0,103.0,95.0,119.0,112.0,18.0,18.0,1.0
1876,75.0,105.0,97.0,118.0,114.0,18.0,18.0,1.0
1877,80.0,105.0,95.0,125.0,117.0,18.0,18.0,1.0
1878,84.0,109.0,93.0,122.0,116.0,18.0,18.0,1.0
1879,79.0,108.0,95.0,127.0,118.0,18.0,18.0,1.0
1880,78.0,108.0,97.0,127.0,116.0,18.0,18.0,1.0
1881,75.0,104.0,126.0,139.0,116.0,18.0,18.0,1.0
1882,72.0,107.0,132.0,145.0,114.0,18.0,18.0,1.0
1883,73.0,98.0,122.0,137.0,115.0,18.0,18.0,1.0
1884,70.0,104.0,132.0,143.0,111.0,18.0,18.0,1.0
1885,68.0,101.0,133.0,141.0,110.0,18.0,18.0,1.0
1886,68.0,102.0,130.0,140.0,110.0,18.0,18.0,1.0
1887,68.0,95.0,125.0,134.0,108.0,18.0,18.0,1.0
1888,68.0,98.0,131.0,139.0,108.0,18.0,18.0,1.0
1889,65.0,94.0,131.0,139.0,108.0,18.0,18.0,1.0
1890,64.0,94.0,127.0,138.0,111.0,18.0,18.0,1.0
1891,64.0,95.0,129.0,141.0,110.0,18.0,18.0,1.0
1892,65.0,95.0,129.0,141.0,110.0,18.0,18.0,1.0
1893,65.0,94.0,130.0,141.0,109.0,18.0,18.0,1.0
1894,64.0,93.0,129.0,141.0,111.0,18.0,18.0,1.0
1895,62.0,91.0,128.0,140.0,111.0,18.0,18.0,1.0
1896,62.0,91.0,127.0,139.0,110.0,18.0,18.0,1.0
1897,61.0,89.0,129.0,140.0,111.0,18.0,18.0,1.0
1898,62.0,89.0,127.0,138.0,109.0,18.0,18.0,1.0
1899,62.0,85.0,128.0,139.0,109.0,18.0,18.0,1.0
1900,62.0,84.0,129.0,139.0,108.0,18.0,18.0,1.0
1901,62.0,86.0,129.0,139.0,108.0,18.0,18.0,1.0
1902,60.0,85.0,126.0,138.0,107.0,18.0,18.0,1.0
1903,62.0,83.0,124.0,137.0,106.0,18.0,18.0,1.0
1904,63.0,86.0,127.0,140.0,106.0,18.0,18.0,1.0
1905,60.0,83.0,123.0,137.0,105.0,18.0,18.0,1.0
1906,62.0,84.0,125.0,140.0,105.0,18.0,18.0,1.0
1922,43.0,86.0,90.0,138.0,128.0,19.0,19.0,
1923,39.0,83.0,88.0,136.0,127.0,19.0,19.0,
1924,38.0,83.0,88.0,133.0,126.0,19.0,19.0,
1925,40.0,85.0,88.0,136.0,127.0,19.0,19.0,
1926,40.0,82.0,90.0,136.0,128.0,19.0,19.0,
1927,39.0,85.0,100.0,134.0,128.0,19.0,19.0,
1928,39.0,85.0,100.0,134.0,127.0,19.0,19.0,
1929,39.0,84.0,96.0,133.0,127.0,19.0,19.0,
1930,39.0,85.0,99.0,134.0,127.0,19.0,19.0,
1931,39.0,85.0,105.0,134.0,127.0,19.0,19.0,
1932,39.0,85.0,98.0,135.0,126.0,19.0,19.0,
1933,40.0,86.0,93.0,135.0,126.0,19.0,19.0,
1934,39.0,86.0,91.0,133.0,127.0,19.0,19.0,
1935,40.0,85.0,97.0,135.0,127.0,19.0,19.0,
1936,39.0,85.0,103.0,134.0,127.0,19.0,19.0,
1937,39.0,86.0,106.0,133.0,126.0,19.0,19.0,
1938,39.0,88.0,100.0,134.0,126.0,19.0,19.0,
1939,38.0,87.0,100.0,133.0,126.0,19.0,19.0,
1940,38.0,86.0,95.0,134.0,127.0,19.0,19.0,
1941,39.0,86.0,99.0,135.0,127.0,19.0,19.0,
1942,39.0,87.0,99.0,135.0,128.0,19.0,19.0,
1943,37.0,85.0,97.0,134.0,127.0,19.0,19.0,
1944,38.0,86.0,104.0,136.0,128.0,19.0,19.0,
1945,38.0,85.0,103.0,134.0,127.0,19.0,19.0,
1946,38.0,87.0,104.0,134.0,127.0,19.0,19.0,
1947,37.0,88.0,105.0,134.0,127.0,19.0,19.0,
1948,37.0,87.0,106.0,133.0,127.0,19.0,19.0,
1949,37.0,87.0,106.0,135.0,128.0,19.0,19.0,
1950,36.0,86.0,104.0,133.0,127.0,19.0,19.0,
1951,37.0,87.0,107.0,134.0,127.0,19.0,19.0,
1952,36.0,88.0,111.0,134.0,128.0,19.0,19.0,
1953,36.0,86.0,101.0,134.0,127.0,19.0,19.0,
1954,35.0,85.0,105.0,134.0,127.0,19.0,19.0,
1955,36.0,87.0,104.0,134.0,126.0,19.0,19.0,
1956,35.0,86.0,110.0,134.0,127.0,19.0,19.0,
1957,35.0,86.0,107.0,133.0,127.0,19.0,19.0,
1958,36.0,87.0,109.0,134.0,126.0,19.0,19.0,
1959,35.0,86.0,110.0,133.0,126.0,19.0,19.0,
1960,33.0,86.0,114.0,133.0,126.0,19.0,19.0,
1961,33.0,88.0,114.0,133.0,126.0,19.0,19.0,
1962,34.0,86.0,112.0,133.0,126.0,19.0,19.0,
1963,34.0,87.0,106.0,135.0,126.0,19.0,19.0,
1964,34.0,87.0,110.0,135.0,126.0,19.0,19.0,
1965,36.0,87.0,107.0,134.0,126.0,19.0,19.0,
1966,35.0,85.0,95.0,134.0,126.0,19.0,19.0,
1967,33.0,85.0,105.0,134.0,127.0,19.0,19.0,
1968,35.0,86.0,97.0,134.0,127.0,19.0,19.0,
1969,35.0,85.0,104.0,135.0,127.0,19.0,19.0,
1970,35.0,84.0,103.0,135.0,128.0,19.0,19.0,
1971,35.0,86.0,108.0,135.0,128.0,19.0,19.0,
2011,53.0,106.0,7.0,153.0,136.0,20.0,20.0,
2012,50.0,106.0,7.0,152.0,135.0,20.0,20.0,
2013,52.0,108.0,7.0,152.0,135.0,20.0,20.0,
2014,51.0,106.0,7.0,151.0,135.0,20.0,20.0,
2015,50.0,108.0,7.0,150.0,134.0,20.0,20.0,
2016,51.0,108.0,7.0,154.0,136.0,20.0,20.0,
2017,49.0,106.0,7.0,150.0,134.0,20.0,20.0,
2018,53.0,109.0,7.0,149.0,134.0,20.0,20.0,
2019,51.0,106.0,7.0,154.0,137.0,20.0,20.0,
2020,51.0,105.0,7.0,149.0,134.0,20.0,20.0,
2021,54.0,107.0,7.0,150.0,135.0,20.0,20.0,
2022,49.0,104.0,7.0,150.0,134.0,20.0,20.0,
2023,54.0,109.0,7.0,151.0,136.0,20.0,20.0,
2024,51.0,104.0,7.0,151.0,136.0,20.0,20.0,
2025,52.0,109.0,7.0,151.0,135.0,20.0,20.0,
2026,49.0,107.0,7.0,150.0,135.0,20.0,20.0,
2027,54.0,106.0,6.0,151.0,135.0,20.0,20.0,
2028,48.0,104.0,7.0,150.0,134.0,20.0,20.0,
2029,52.0,110.0,7.0,150.0,135.0,20.0,20.0,
2030,51.0,108.0,7.0,150.0,135.0,20.0,20.0,
2031,52.0,109.0,7.0,151.0,135.0,20.0,20.0,
2032,50.0,107.0,7.0,150.0,135.0,20.0,20.0,
2033,52.0,107.0,7.0,151.0,135.0,20.0,20.0,
2034,52.0,109.0,7.0,149.0,134.0,20.0,20.0,
2035,52.0,107.0,7.0,153.0,137.0,20.0,20.0,
2036,51.0,106.0,7.0,151.0,134.0,20.0,20.0,
2037,52.0,109.0,7.0,154.0,136.0,20.0,20.0,
2038,53.0,104.0,7.0,149.0,134.0,20.0,20.0,
2039,57.0,111.0,7.0,150.0,135.0,20.0,20.0,
2040,50.0,106.0,7.0,153.0,135.0,20.0,20.0,
2041,51.0,110.0,7.0,153.0,136.0,20.0,20.0,
2042,53.0,109.0,7.0,151.0,134.0,20.0,20.0,
2043,51.0,108.0,7.0,153.0,136.0,20.0,20.0,
2044,52.0,107.0,7.0,150.0,134.0,20.0,20.0,
2045,48.0,106.0,7.0,152.0,135.0,20.0,20.0,
2046,52.0,108.0,8.0,151.0,136.0,20.0,20.0,
2047,52.0,109.0,7.0,152.0,135.0,20.0,20.0,
2048,49.0,107.0,8.0,152.0,136.0,20.0,20.0,
2049,50.0,108.0,8.0,153.0,137.0,20.0,20.0,
2050,52.0,109.0,8.0,151.0,135.0,20.0,20.0,
2051,50.0,109.0,8.0,152.0,136.0,20.0,20.0,
2052,49.0,107.0,8.0,153.0,137.0,20.0,20.0,
2053,47.0,107.0,8.0,151.0,135.0,20.0,20.0,
2054,54.0,110.0,7.0,152.0,135.0,20.0,20.0,
2055,48.0,106.0,7.0,152.0,136.0,20.0,20.0,
2056,48.0,105.0,8.0,153.0,137.0,20.0,20.0,
2057,49.0,107.0,7.0,152.0,136.0,20.0,20.0,
2058,48.0,106.0,8.0,151.0,137.0,20.0,20.0,
2059,48.0,107.0,7.0,152.0,136.0,20.0,20.0,
2060,51.0,108.0,7.0,152.0,136.0,20.0,20.0,
2061,48.0,107.0,7.0,154.0,137.0,20.0,20.0,
2062,48.0,107.0,7.0,153.0,136.0,20.0,20.0,
2063,48.0,107.0,7.0,152.0,136.0,20.0,20.0,
2064,48.0,106.0,7.0,152.0,136.0,20.0,20.0,
2106,63.0,108.0,100.0,134.0,127.0,21.0,21.0,
2107,65.0,108.0,96.0,133.0,127.0,21.0,21.0,
2108,64.0,107.0,96.0,133.0,127.0,21.0,21.0,
2109,63.0,107.0,96.0,133.0,127.0,21.0,21.0,
2110,66.0,106.0,96.0,133.0,126.0,21.0,21.0,
2111,63.0,107.0,98.0,133.0,127.0,21.0,21.0,
2112,66.0,106.0,97.0,133.0,127.0,21.0,21.0,
2113,67.0,107.0,98.0,134.0,128.0,21.0,21.0,
2114,63.0,107.0,96.0,132.0,126.0,21.0,21.0,
2115,62.0,106.0,96.0,132.0,127.0,21.0,21.0,
2116,64.0,107.0,98.0,134.0,127.0,21.0,21.0,
2117,66.0,108.0,99.0,134.0,128.0,21.0,21.0,
2118,65.0,107.0,98.0,134.0,127.0,21.0,21.0,
2119,66.0,108.0,98.0,134.0,128.0,21.0,21.0,
2120,65.0,108.0,99.0,135.0,128.0,21.0,21.0,
2121,64.0,106.0,98.0,135.0,127.0,21.0,21.0,
2122,64.0,106.0,98.0,134.0,126.0,21.0,21.0,
2123,64.0,108.0,98.0,135.0,127.0,21.0,21.0,
2124,65.0,108.0,98.0,135.0,127.0,21.0,21.0,
2125,66.0,108.0,98.0,135.0,128.0,21.0,21.0,
2126,64.0,107.0,98.0,134.0,128.0,21.0,21.0,
2127,64.0,105.0,96.0,134.0,127.0,21.0,21.0,
2128,67.0,106.0,96.0,135.0,127.0,21.0,21.0,
2129,65.0,106.0,97.0,135.0,127.0,21.0,21.0,
2130,64.0,107.0,98.0,135.0,128.0,21.0,21.0,
2131,63.0,105.0,98.0,134.0,127.0,21.0,21.0,
2132,66.0,106.0,98.0,135.0,127.0,21.0,21.0,
2133,67.0,107.0,99.0,135.0,127.0,21.0,21.0,
2134,65.0,107.0,99.0,135.0,127.0,21.0,21.0,
2135,64.0,108.0,98.0,135.0,127.0,21.0,21.0,
2136,65.0,109.0,98.0,136.0,128.0,21.0,21.0,
2137,66.0,107.0,99.0,135.0,127.0,21.0,21.0,
2138,65.0,107.0,98.0,135.0,128.0,21.0,21.0,
2139,67.0,108.0,99.0,136.0,128.0,21.0,21.0,
2140,65.0,107.0,99.0,135.0,127.0,21.0,21.0,
2141,66.0,106.0,98.0,135.0,127.0,21.0,21.0,
2142,65.0,107.0,99.0,135.0,127.0,21.0,21.0,
2143,62.0,106.0,99.0,134.0,128.0,21.0,21.0,
2144,62.0,105.0,99.0,134.0,127.0,21.0,21.0,
2145,61.0,105.0,99.0,134.0,127.0,21.0,21.0,
2146,64.0,105.0,99.0,134.0,127.0,21.0,21.0,
2147,63.0,106.0,99.0,135.0,127.0,21.0,21.0,
2148,65.0,106.0,99.0,135.0,128.0,21.0,21.0,
2149,64.0,105.0,98.0,134.0,128.0,21.0,21.0,
2150,63.0,106.0,98.0,135.0,128.0,21.0,21.0,
2151,61.0,107.0,98.0,136.0,128.0,21.0,21.0,
2152,63.0,105.0,97.0,136.0,129.0,21.0,21.0,
2153,62.0,106.0,99.0,136.0,129.0,21.0,21.0,
2154,65.0,108.0,98.0,136.0,129.0,21.0,21.0,
2155,65.0,107.0,98.0,136.0,129.0,21.0,21.0,
2156,58.0,106.0,99.0,136.0,129.0,21.0,21.0,
2157,60.0,106.0,98.0,136.0,129.0,21.0,21.0,
2158,57.0,104.0,98.0,134.0,128.0,21.0,21.0,
2159,61.0,106.0,100.0,135.0,129.0,21.0,21.0,
2160,65.0,107.0,97.0,136.0,128.0,21.0,21.0,
2161,64.0,107.0,97.0,137.0,129.0,21.0,21.0,
2203,35.0,12.0,72.0,124.0,129.0,22.0,22.0,
2205,31.0,98.0,114.0,127.0,150.0,22.0,22.0,
2206,25.0,100.0,118.0,130.0,162.0,22.0,22.0,
2207,29.0,108.0,123.0,137.0,157.0,22.0,22.0,
2209,42.0,133.0,141.0,138.0,128.0,22.0,22.0,
2210,45.0,131.0,137.0,141.0,120.0,22.0,22.0,
2211,24.0,114.0,128.0,133.0,136.0,22.0,22.0,
2213,36.0,94.0,108.0,117.0,139.0,22.0,22.0,
2214,34.0,90.0,105.0,114.0,138.0,22.0,22.0,
2215,48.0,127.0,140.0,145.0,141.0,22.0,22.0,
2216,36.0,121.0,129.0,134.0,147.0,22.0,22.0,
2219,26.0,49.0,55.0,58.0,76.0,22.0,22.0,
2220,29.0,59.0,63.0,65.0,80.0,22.0,22.0,
2221,25.0,120.0,128.0,135.0,154.0,22.0,22.0,
2223,25.0,75.0,94.0,103.0,155.0,22.0,22.0,
2226,48.0,66.0,101.0,118.0,112.0,22.0,22.0,
2227,45.0,19.0,83.0,63.0,57.0,22.0,22.0,
2228,50.0,31.0,76.0,64.0,60.0,22.0,22.0,
2229,41.0,32.0,72.0,89.0,99.0,22.0,22.0,
2230,27.0,38.0,43.0,45.0,89.0,22.0,22.0,
2231,58.0,17.0,71.0,57.0,53.0,22.0,22.0,
2232,51.0,30.0,77.0,63.0,58.0,22.0,22.0,
2233,41.0,59.0,95.0,114.0,146.0,22.0,22.0,
2234,36.0,50.0,74.0,85.0,136.0,22.0,22.0,
2236,42.0,75.0,100.0,117.0,168.0,22.0,22.0,
2237,36.0,42.0,73.0,88.0,148.0,22.0,22.0,
2238,45.0,73.0,103.0,122.0,168.0,22.0,22.0,
2239,38.0,53.0,91.0,106.0,164.0,22.0,22.0,
2284,60.0,9.0,2.0,10.0,5.0,23.0,23.0,
2285,59.0,9.0,3.0,9.0,5.0,23.0,23.0,
2286,59.0,9.0,2.0,9.0,5.0,23.0,23.0,
2287,60.0,9.0,3.0,9.0,6.0,23.0,23.0,
2288,59.0,9.0,2.0,10.0,5.0,23.0,23.0,
2289,58.0,9.0,3.0,9.0,5.0,23.0,23.0,
2290,58.0,9.0,3.0,9.0,5.0,23.0,23.0,
2291,57.0,9.0,3.0,10.0,5.0,23.0,23.0,
2292,57.0,9.0,3.0,9.0,6.0,23.0,23.0,
2293,57.0,9.0,3.0,10.0,5.0,23.0,23.0,
2294,56.0,9.0,2.0,9.0,6.0,23.0,23.0,
2295,57.0,8.0,3.0,10.0,5.0,23.0,23.0,
2296,57.0,9.0,2.0,9.0,5.0,23.0,23.0,
2297,58.0,9.0,2.0,9.0,5.0,23.0,23.0,
2298,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2299,57.0,9.0,2.0,9.0,5.0,23.0,23.0,
2300,58.0,9.0,2.0,10.0,6.0,23.0,23.0,
2301,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2302,57.0,9.0,2.0,9.0,6.0,23.0,23.0,
2303,58.0,9.0,3.0,9.0,6.0,23.0,23.0,
2304,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2305,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2306,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2307,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2308,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2309,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2310,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2311,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
2312,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2313,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2314,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2315,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2316,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2317,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2318,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2319,58.0,9.0,2.0,10.0,6.0,23.0,23.0,
2320,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2321,59.0,9.0,3.0,9.0,6.0,23.0,23.0,
2322,58.0,9.0,3.0,9.0,6.0,23.0,23.0,
2323,58.0,9.0,3.0,9.0,6.0,23.0,23.0,
2324,58.0,9.0,3.0,9.0,6.0,23.0,23.0,
2325,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2326,58.0,9.0,3.0,10.0,6.0,23.0,23.0,
2327,58.0,9.0,3.0,9.0,6.0,23.0,23.0,
2328,59.0,9.0,2.0,10.0,6.0,23.0,23.0,
2329,60.0,9.0,3.0,10.0,6.0,23.0,23.0,
2330,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2331,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2332,59.0,9.0,3.0,10.0,6.0,23.0,23.0,
2333,58.0,9.0,2.0,9.0,6.0,23.0,23.0,
