frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label
2952,105.0,37.0,21.0,81.0,87.0,30
2953,32.0,24.0,4.0,62.0,119.0,30
2954,105.0,37.0,21.0,81.0,86.0,30
2955,32.0,24.0,4.0,62.0,119.0,30
2956,105.0,37.0,22.0,81.0,86.0,30
2957,32.0,24.0,4.0,62.0,119.0,30
2958,105.0,37.0,21.0,80.0,86.0,30
2959,32.0,24.0,4.0,62.0,119.0,30
2960,105.0,37.0,22.0,81.0,86.0,30
2961,32.0,24.0,4.0,62.0,119.0,
2962,105.0,37.0,22.0,81.0,86.0,
2963,32.0,24.0,4.0,62.0,119.0,
2964,105.0,37.0,21.0,83.0,87.0,
2965,65.0,20.0,26.0,110.0,86.0,
2966,61.0,23.0,79.0,125.0,106.0,
2967,50.0,33.0,70.0,123.0,98.0,
2968,48.0,17.0,102.0,123.0,104.0,
2969,105.0,35.0,20.0,83.0,87.0,
2970,50.0,26.0,25.0,90.0,82.0,
2971,53.0,24.0,61.0,116.0,100.0,
2972,105.0,36.0,21.0,84.0,88.0,
2973,51.0,27.0,24.0,91.0,81.0,
2974,59.0,29.0,55.0,115.0,101.0,
2975,106.0,34.0,20.0,84.0,89.0,
2976,50.0,27.0,25.0,90.0,82.0,
2977,105.0,35.0,19.0,83.0,87.0,
2978,50.0,27.0,25.0,90.0,82.0,
2979,56.0,27.0,56.0,115.0,99.0,
2980,105.0,36.0,21.0,84.0,89.0,
2981,50.0,27.0,25.0,90.0,82.0,
2982,56.0,27.0,56.0,115.0,99.0,
2983,105.0,35.0,19.0,83.0,88.0,
2984,73.0,18.0,9.0,102.0,82.0,
2985,76.0,26.0,19.0,115.0,85.0,
2986,87.0,36.0,11.0,110.0,84.0,
2987,105.0,35.0,20.0,82.0,87.0,
2988,77.0,18.0,4.0,83.0,72.0,
2989,83.0,32.0,4.0,101.0,80.0,
2990,104.0,36.0,22.0,83.0,88.0,
2991,73.0,18.0,4.0,100.0,80.0,
2992,83.0,32.0,5.0,99.0,81.0,
2993,95.0,36.0,5.0,112.0,88.0,
2994,105.0,36.0,21.0,83.0,88.0,
2995,75.0,26.0,8.0,82.0,77.0,
2996,20.0,67.0,93.0,97.0,103.0,
2997,23.0,18.0,125.0,128.0,114.0,
2998,7.0,12.0,133.0,131.0,117.0,
2999,6.0,13.0,132.0,131.0,118.0,
3000,6.0,12.0,131.0,130.0,119.0,
3001,6.0,13.0,132.0,130.0,119.0,
3002,5.0,13.0,130.0,129.0,119.0,
3003,5.0,12.0,130.0,129.0,118.0,31
3004,4.0,13.0,131.0,130.0,118.0,31
3005,5.0,13.0,132.0,130.0,119.0,31
3006,5.0,13.0,130.0,129.0,119.0,31
3007,3.0,13.0,131.0,131.0,119.0,31
3008,4.0,13.0,132.0,131.0,119.0,31
3009,4.0,13.0,133.0,131.0,121.0,31
3010,4.0,14.0,130.0,129.0,119.0,31
3011,4.0,14.0,133.0,131.0,119.0,31
3012,3.0,14.0,131.0,130.0,119.0,31
3013,4.0,14.0,133.0,131.0,121.0,31
3014,4.0,14.0,131.0,130.0,120.0,31
3015,4.0,14.0,134.0,131.0,120.0,31
3016,4.0,14.0,131.0,130.0,119.0,31
3017,3.0,15.0,133.0,131.0,120.0,31
3018,4.0,14.0,131.0,130.0,119.0,31
3019,3.0,14.0,131.0,130.0,120.0,31
3020,3.0,14.0,131.0,130.0,117.0,31
3021,4.0,15.0,132.0,131.0,118.0,31
3022,4.0,14.0,131.0,130.0,119.0,31
3023,3.0,15.0,131.0,130.0,120.0,31
3024,3.0,14.0,131.0,130.0,118.0,31
3025,3.0,14.0,132.0,131.0,120.0,31
3026,3.0,14.0,130.0,130.0,118.0,31
3027,3.0,15.0,130.0,130.0,118.0,31
3028,4.0,15.0,130.0,130.0,117.0,31
3029,3.0,14.0,129.0,130.0,118.0,31
3030,3.0,15.0,130.0,130.0,117.0,31
3031,3.0,15.0,129.0,129.0,118.0,31
3032,3.0,15.0,130.0,130.0,118.0,31
3033,4.0,15.0,129.0,130.0,117.0,31
3034,4.0,14.0,130.0,130.0,118.0,31
3035,4.0,15.0,130.0,130.0,118.0,31
3036,4.0,15.0,130.0,130.0,118.0,31
3037,98.0,51.0,30.0,10.0,60.0,31
3038,83.0,56.0,34.0,65.0,31.0,31
3039,1.0,15.0,131.0,130.0,119.0,31
3040,0.0,17.0,132.0,132.0,119.0,31
3041,2.0,16.0,132.0,130.0,116.0,31
3042,2.0,18.0,134.0,134.0,115.0,31
3043,2.0,17.0,131.0,130.0,115.0,31
3044,3.0,19.0,135.0,135.0,116.0,31
3045,2.0,19.0,134.0,133.0,115.0,31
3046,7.0,18.0,129.0,129.0,115.0,31
3047,6.0,19.0,132.0,133.0,115.0,31
3048,11.0,19.0,130.0,132.0,111.0,31
3049,11.0,19.0,130.0,132.0,112.0,31
3050,14.0,21.0,131.0,133.0,110.0,31
3051,14.0,20.0,132.0,133.0,110.0,31
3052,20.0,23.0,131.0,135.0,111.0,31
3053,20.0,20.0,130.0,131.0,109.0,31
3054,20.0,22.0,135.0,135.0,109.0,31
3055,21.0,23.0,136.0,134.0,110.0,31
3056,24.0,22.0,130.0,132.0,111.0,31
3057,24.0,22.0,133.0,134.0,112.0,31
3058,27.0,20.0,127.0,131.0,113.0,31
3059,27.0,20.0,126.0,130.0,113.0,31
3060,28.0,19.0,123.0,128.0,112.0,31
3061,28.0,20.0,125.0,128.0,111.0,31
3062,30.0,19.0,119.0,125.0,109.0,31
3063,30.0,19.0,120.0,126.0,110.0,31
3064,32.0,18.0,118.0,126.0,108.0,31
3065,32.0,18.0,117.0,125.0,108.0,31
3066,33.0,18.0,118.0,126.0,107.0,31
3067,32.0,19.0,116.0,124.0,107.0,31
3068,35.0,19.0,116.0,125.0,105.0,31
3069,33.0,18.0,115.0,124.0,106.0,31
3070,35.0,19.0,115.0,123.0,104.0,31
3071,35.0,18.0,115.0,124.0,105.0,31
3072,36.0,19.0,117.0,125.0,105.0,31
3073,36.0,18.0,116.0,125.0,104.0,31
3074,35.0,19.0,117.0,124.0,105.0,31
3075,34.0,18.0,119.0,126.0,106.0,31
3076,35.0,19.0,117.0,125.0,105.0,31
3077,34.0,19.0,116.0,124.0,106.0,31
3078,35.0,19.0,115.0,123.0,106.0,31
3079,34.0,19.0,116.0,125.0,106.0,31
3080,34.0,19.0,117.0,124.0,105.0,
3081,33.0,18.0,116.0,124.0,106.0,
3082,35.0,19.0,117.0,125.0,105.0,
3083,34.0,18.0,117.0,125.0,106.0,
3084,34.0,18.0,116.0,123.0,105.0,
3085,33.0,19.0,117.0,125.0,106.0,
3086,35.0,19.0,117.0,124.0,106.0,
3087,35.0,19.0,117.0,125.0,106.0,
3088,35.0,19.0,117.0,125.0,106.0,
3089,34.0,18.0,117.0,125.0,106.0,
3090,34.0,19.0,117.0,125.0,106.0,
3091,50.0,81.0,75.0,77.0,98.0,
3092,39.0,83.0,81.0,91.0,98.0,
3093,46.0,85.0,83.0,91.0,94.0,
3094,44.0,81.0,80.0,88.0,94.0,
3095,45.0,84.0,85.0,91.0,97.0,
3096,45.0,84.0,83.0,89.0,92.0,
3097,44.0,83.0,85.0,91.0,94.0,
3098,46.0,82.0,86.0,92.0,94.0,
3099,45.0,84.0,84.0,89.0,92.0,
3100,45.0,84.0,84.0,89.0,93.0,
3101,46.0,84.0,84.0,89.0,92.0,
3102,45.0,86.0,86.0,91.0,96.0,
3103,43.0,84.0,83.0,87.0,91.0,
3104,44.0,83.0,84.0,89.0,92.0,
3105,44.0,84.0,83.0,88.0,92.0,32
3106,45.0,83.0,83.0,88.0,91.0,32
3107,45.0,84.0,85.0,89.0,93.0,32
3108,46.0,84.0,84.0,88.0,91.0,32
3109,47.0,85.0,86.0,90.0,94.0,32
3110,48.0,85.0,85.0,90.0,92.0,32
3111,46.0,85.0,85.0,90.0,94.0,32
3112,45.0,84.0,84.0,89.0,92.0,32
3113,46.0,84.0,85.0,89.0,92.0,32
3114,47.0,85.0,85.0,90.0,92.0,32
3115,47.0,85.0,86.0,89.0,92.0,32
3116,47.0,86.0,85.0,90.0,92.0,32
3117,45.0,85.0,85.0,89.0,92.0,32
3118,46.0,85.0,85.0,90.0,92.0,32
3119,45.0,85.0,85.0,89.0,92.0,32
3120,46.0,84.0,84.0,89.0,92.0,32
3121,45.0,84.0,84.0,88.0,91.0,32
3122,45.0,85.0,86.0,90.0,92.0,32
3123,47.0,84.0,85.0,89.0,91.0,32
3124,46.0,84.0,84.0,88.0,92.0,32
3125,45.0,85.0,84.0,89.0,92.0,32
3126,46.0,84.0,85.0,88.0,90.0,32
3127,45.0,85.0,86.0,90.0,92.0,32
3128,45.0,84.0,85.0,88.0,90.0,32
3129,44.0,85.0,86.0,90.0,92.0,32
3130,46.0,85.0,86.0,90.0,91.0,32
3131,45.0,85.0,87.0,92.0,94.0,32
3132,45.0,85.0,85.0,91.0,93.0,32
3133,47.0,86.0,87.0,91.0,91.0,32
3134,45.0,84.0,84.0,88.0,91.0,32
3135,44.0,85.0,86.0,91.0,92.0,32
3136,45.0,85.0,86.0,90.0,91.0,32
3137,46.0,86.0,88.0,92.0,93.0,32
3138,44.0,86.0,86.0,90.0,93.0,32
3139,48.0,87.0,89.0,91.0,92.0,32
3140,45.0,86.0,86.0,89.0,91.0,32
3141,45.0,85.0,87.0,90.0,91.0,32
3142,45.0,85.0,87.0,92.0,93.0,32
3143,46.0,86.0,88.0,92.0,93.0,32
3144,48.0,85.0,86.0,91.0,94.0,32
3145,48.0,85.0,86.0,90.0,93.0,32
3146,46.0,86.0,87.0,92.0,94.0,32
3147,49.0,86.0,88.0,92.0,95.0,32
3148,48.0,87.0,87.0,92.0,94.0,32
3149,48.0,86.0,88.0,92.0,94.0,32
3150,47.0,86.0,87.0,91.0,93.0,32
3151,49.0,87.0,87.0,91.0,94.0,32
3152,49.0,87.0,88.0,91.0,93.0,
3153,48.0,87.0,88.0,90.0,92.0,
3154,48.0,87.0,88.0,90.0,92.0,
3155,48.0,86.0,86.0,90.0,92.0,
3156,47.0,86.0,86.0,90.0,93.0,
3157,47.0,86.0,86.0,90.0,94.0,
3158,47.0,86.0,86.0,89.0,93.0,
3159,48.0,86.0,86.0,88.0,92.0,
3160,48.0,85.0,86.0,89.0,93.0,
3161,50.0,85.0,85.0,88.0,92.0,
3162,48.0,85.0,84.0,88.0,92.0,
3163,49.0,86.0,87.0,89.0,94.0,
3164,48.0,86.0,86.0,90.0,92.0,
3165,47.0,86.0,85.0,88.0,92.0,
3166,47.0,86.0,86.0,89.0,93.0,
3167,48.0,86.0,85.0,89.0,93.0,
3168,48.0,85.0,84.0,88.0,92.0,
3169,49.0,86.0,86.0,88.0,93.0,
3170,89.0,26.0,129.0,140.0,114.0,
3171,95.0,25.0,115.0,127.0,103.0,
3172,94.0,26.0,117.0,127.0,101.0,
3173,96.0,26.0,116.0,126.0,101.0,
3174,93.0,26.0,116.0,125.0,101.0,
3175,95.0,26.0,117.0,126.0,101.0,
3176,94.0,26.0,117.0,126.0,101.0,
3177,94.0,26.0,117.0,126.0,101.0,
3178,95.0,26.0,117.0,126.0,101.0,
3179,95.0,26.0,117.0,126.0,101.0,
3180,95.0,25.0,117.0,126.0,101.0,
3181,94.0,26.0,116.0,125.0,101.0,
3182,96.0,26.0,117.0,126.0,101.0,
3183,95.0,26.0,116.0,125.0,101.0,
3184,95.0,26.0,118.0,127.0,101.0,33
3185,95.0,26.0,116.0,125.0,101.0,33
3186,94.0,26.0,117.0,127.0,102.0,33
3187,96.0,26.0,116.0,126.0,101.0,33
3188,93.0,26.0,116.0,126.0,102.0,33
3189,98.0,26.0,117.0,125.0,101.0,33
3190,95.0,26.0,116.0,127.0,101.0,33
3191,96.0,26.0,117.0,127.0,101.0,33
3192,95.0,26.0,116.0,127.0,102.0,33
3193,96.0,25.0,116.0,126.0,101.0,33
3194,96.0,26.0,115.0,125.0,101.0,33
3195,96.0,26.0,114.0,125.0,101.0,33
3196,96.0,26.0,116.0,126.0,101.0,33
3197,95.0,26.0,114.0,125.0,100.0,33
3198,95.0,26.0,116.0,125.0,101.0,33
3199,95.0,26.0,115.0,125.0,101.0,33
3200,95.0,26.0,115.0,125.0,101.0,33
3201,97.0,26.0,114.0,125.0,101.0,33
3202,96.0,26.0,113.0,125.0,101.0,33
3203,97.0,26.0,116.0,125.0,100.0,33
3204,96.0,25.0,114.0,126.0,101.0,33
3205,98.0,26.0,117.0,127.0,100.0,33
3206,94.0,25.0,114.0,125.0,99.0,33
3207,96.0,24.0,117.0,127.0,99.0,33
3208,96.0,23.0,109.0,124.0,97.0,33
3209,93.0,25.0,115.0,130.0,101.0,33
3210,94.0,42.0,113.0,130.0,105.0,33
3211,87.0,43.0,108.0,133.0,104.0,33
3212,81.0,67.0,106.0,133.0,109.0,33
3213,80.0,80.0,105.0,140.0,104.0,33
3214,82.0,83.0,105.0,140.0,109.0,33
3215,82.0,77.0,105.0,146.0,109.0,33
3216,74.0,85.0,101.0,147.0,111.0,33
3217,73.0,84.0,105.0,152.0,112.0,
3218,73.0,88.0,88.0,149.0,104.0,
3219,75.0,89.0,102.0,152.0,110.0,
3220,77.0,95.0,101.0,151.0,113.0,
3221,73.0,100.0,102.0,150.0,112.0,
3222,75.0,110.0,98.0,150.0,114.0,
3223,79.0,109.0,97.0,153.0,111.0,
3224,83.0,119.0,104.0,154.0,107.0,
3225,81.0,110.0,100.0,154.0,106.0,
3226,81.0,120.0,117.0,119.0,100.0,
3227,79.0,109.0,99.0,154.0,105.0,
3228,73.0,128.0,121.0,130.0,101.0,
3229,89.0,100.0,91.0,146.0,99.0,
3230,73.0,123.0,120.0,135.0,102.0,
3231,93.0,98.0,92.0,137.0,93.0,
3232,81.0,116.0,118.0,136.0,98.0,
3233,85.0,99.0,91.0,143.0,99.0,
3234,77.0,121.0,119.0,136.0,102.0,
3235,81.0,101.0,94.0,146.0,102.0,
3236,79.0,116.0,115.0,123.0,102.0,
3237,82.0,108.0,100.0,155.0,106.0,
3238,75.0,124.0,120.0,128.0,101.0,
3239,76.0,104.0,95.0,151.0,104.0,
3240,80.0,120.0,117.0,126.0,100.0,
3241,81.0,104.0,94.0,147.0,101.0,
3242,79.0,116.0,115.0,124.0,101.0,
3243,77.0,105.0,96.0,151.0,103.0,
3244,81.0,119.0,115.0,126.0,101.0,
3245,77.0,104.0,93.0,149.0,102.0,
3246,74.0,94.0,94.0,154.0,109.0,
3247,80.0,113.0,113.0,121.0,98.0,
3248,75.0,101.0,90.0,150.0,110.0,
3249,77.0,99.0,89.0,149.0,114.0,
3250,81.0,104.0,95.0,150.0,111.0,
3251,79.0,102.0,93.0,151.0,113.0,
3252,79.0,102.0,94.0,151.0,114.0,
3253,81.0,105.0,95.0,150.0,113.0,
3254,76.0,95.0,91.0,151.0,113.0,
3255,77.0,98.0,101.0,152.0,116.0,
3256,77.0,99.0,98.0,154.0,114.0,
3257,77.0,97.0,97.0,152.0,115.0,
3258,77.0,98.0,97.0,151.0,114.0,
3259,76.0,97.0,99.0,153.0,115.0,
3260,51.0,88.0,10.0,113.0,117.0,
3261,56.0,80.0,11.0,108.0,121.0,
3262,53.0,77.0,7.0,112.0,122.0,
3263,50.0,74.0,7.0,104.0,121.0,
3264,62.0,98.0,2.0,114.0,110.0,
3265,65.0,95.0,1.0,112.0,106.0,
3266,68.0,99.0,2.0,112.0,105.0,34
3267,67.0,97.0,1.0,111.0,106.0,34
3268,68.0,92.0,1.0,113.0,107.0,34
3269,72.0,95.0,4.0,107.0,103.0,34
3270,67.0,93.0,3.0,106.0,101.0,34
3271,67.0,90.0,6.0,97.0,98.0,34
3272,67.0,89.0,6.0,96.0,97.0,34
3273,64.0,84.0,6.0,93.0,94.0,34
3274,72.0,107.0,7.0,55.0,87.0,34
3275,64.0,84.0,12.0,75.0,84.0,34
3276,55.0,90.0,8.0,85.0,95.0,34
3277,66.0,101.0,7.0,119.0,115.0,34
3278,62.0,87.0,7.0,118.0,121.0,34
3279,59.0,82.0,7.0,110.0,117.0,34
3280,59.0,81.0,8.0,112.0,120.0,34
3281,56.0,77.0,8.0,110.0,122.0,34
3282,51.0,74.0,6.0,103.0,119.0,34
3283,49.0,75.0,6.0,98.0,117.0,34
3284,47.0,78.0,7.0,97.0,116.0,34
3285,47.0,79.0,6.0,103.0,116.0,34
3286,48.0,84.0,6.0,109.0,118.0,34
3287,47.0,84.0,6.0,112.0,119.0,34
3288,48.0,81.0,6.0,109.0,116.0,34
3289,49.0,88.0,6.0,117.0,118.0,34
3290,46.0,83.0,6.0,111.0,117.0,34
3291,48.0,86.0,5.0,117.0,118.0,34
3292,49.0,88.0,6.0,116.0,117.0,34
3293,48.0,87.0,6.0,115.0,116.0,34
3294,48.0,87.0,6.0,115.0,114.0,34
3295,48.0,87.0,6.0,115.0,116.0,34
3296,48.0,87.0,5.0,115.0,113.0,34
3297,49.0,87.0,6.0,114.0,115.0,34
3298,49.0,87.0,5.0,116.0,114.0,34
3299,48.0,87.0,6.0,115.0,117.0,34
3300,48.0,86.0,6.0,117.0,115.0,34
3301,49.0,87.0,5.0,116.0,116.0,34
3302,48.0,85.0,6.0,115.0,115.0,34
3303,48.0,87.0,6.0,117.0,116.0,34
3304,49.0,85.0,6.0,114.0,115.0,34
3305,48.0,87.0,6.0,118.0,117.0,34
3306,47.0,82.0,7.0,110.0,115.0,34
3307,47.0,86.0,6.0,117.0,116.0,34
3308,46.0,81.0,7.0,105.0,114.0,34
3309,45.0,85.0,7.0,114.0,116.0,34
3310,47.0,83.0,6.0,111.0,115.0,34
3311,47.0,88.0,7.0,114.0,116.0,34
3312,46.0,87.0,6.0,118.0,117.0,34
3313,48.0,87.0,6.0,115.0,116.0,34
3314,46.0,87.0,6.0,117.0,118.0,34
3315,45.0,85.0,6.0,114.0,117.0,34
3316,45.0,84.0,8.0,111.0,115.0,34
3317,46.0,82.0,6.0,113.0,114.0,34
3318,43.0,82.0,7.0,105.0,114.0,34
3319,46.0,84.0,7.0,116.0,116.0,34
3320,43.0,80.0,7.0,101.0,111.0,34
3321,46.0,83.0,7.0,113.0,115.0,34
3322,43.0,80.0,7.0,102.0,110.0,34
3323,46.0,82.0,7.0,111.0,113.0,34
3324,47.0,83.0,6.0,100.0,107.0,34
3325,47.0,78.0,6.0,107.0,112.0,
3326,47.0,82.0,7.0,105.0,107.0,
3327,48.0,77.0,7.0,106.0,111.0,
3328,48.0,77.0,7.0,107.0,110.0,
3329,48.0,76.0,6.0,106.0,111.0,
3330,45.0,75.0,7.0,109.0,118.0,
3331,46.0,77.0,7.0,106.0,114.0,
3332,45.0,79.0,8.0,110.0,122.0,
3333,47.0,83.0,5.0,111.0,118.0,
3334,46.0,81.0,7.0,114.0,124.0,
3335,43.0,81.0,6.0,110.0,121.0,
3336,48.0,84.0,6.0,122.0,127.0,
3337,45.0,83.0,6.0,117.0,124.0,
3338,48.0,88.0,6.0,127.0,127.0,
3339,42.0,81.0,7.0,114.0,124.0,
3340,47.0,88.0,7.0,124.0,128.0,
3341,43.0,81.0,7.0,114.0,123.0,
3342,47.0,86.0,6.0,114.0,124.0,
3343,44.0,79.0,7.0,111.0,123.0,
3344,45.0,79.0,7.0,110.0,123.0,
3345,49.0,79.0,8.0,112.0,124.0,
3346,47.0,79.0,8.0,114.0,125.0,
3347,45.0,78.0,9.0,111.0,125.0,
3348,46.0,80.0,9.0,115.0,125.0,
3349,45.0,79.0,8.0,113.0,126.0,
3350,47.0,80.0,9.0,114.0,124.0,
3351,46.0,79.0,9.0,113.0,125.0,
3352,46.0,80.0,9.0,114.0,124.0,
3353,51.0,6.0,109.0,104.0,104.0,
3354,61.0,5.0,123.0,125.0,124.0,
3355,51.0,8.0,110.0,112.0,107.0,
3356,59.0,5.0,116.0,120.0,117.0,
3357,62.0,6.0,116.0,121.0,115.0,
3358,61.0,6.0,113.0,120.0,117.0,
3359,61.0,5.0,114.0,119.0,117.0,
3360,59.0,6.0,115.0,120.0,116.0,
3361,57.0,5.0,112.0,118.0,116.0,
3362,56.0,5.0,111.0,118.0,116.0,
3363,56.0,4.0,111.0,116.0,115.0,
3364,58.0,5.0,112.0,116.0,115.0,
3365,59.0,5.0,114.0,118.0,115.0,
3366,56.0,5.0,112.0,115.0,115.0,
3367,58.0,5.0,112.0,115.0,115.0,
3368,59.0,5.0,113.0,115.0,115.0,
3369,59.0,5.0,111.0,115.0,114.0,
3370,58.0,5.0,113.0,116.0,116.0,
3371,57.0,6.0,109.0,113.0,115.0,
3372,59.0,5.0,110.0,114.0,115.0,
3373,56.0,5.0,109.0,112.0,115.0,
3374,57.0,5.0,109.0,113.0,115.0,
3375,57.0,5.0,108.0,111.0,113.0,
3376,56.0,5.0,110.0,113.0,114.0,35
3377,56.0,5.0,109.0,113.0,115.0,35
3378,56.0,5.0,109.0,113.0,115.0,35
3379,57.0,5.0,109.0,113.0,115.0,35
3380,56.0,5.0,109.0,113.0,115.0,35
3381,58.0,16.0,45.0,128.0,119.0,35
3382,65.0,12.0,90.0,123.0,115.0,35
3383,52.0,7.0,111.0,117.0,115.0,35
3384,57.0,6.0,111.0,114.0,116.0,35
3385,61.0,8.0,16.0,125.0,117.0,35
3386,61.0,22.0,76.0,127.0,122.0,35
3387,73.0,139.0,124.0,141.0,129.0,35
3388,54.0,109.0,119.0,126.0,111.0,35
3389,55.0,106.0,107.0,118.0,119.0,35
3390,60.0,107.0,110.0,121.0,124.0,35
3391,57.0,96.0,94.0,110.0,115.0,35
3392,58.0,92.0,102.0,118.0,121.0,35
3393,57.0,23.0,106.0,128.0,127.0,35
3394,60.0,14.0,118.0,127.0,123.0,35
3395,59.0,5.0,111.0,115.0,116.0,35
3396,58.0,5.0,111.0,115.0,116.0,35
3397,59.0,5.0,111.0,115.0,116.0,35
3398,57.0,5.0,111.0,115.0,117.0,35
3399,61.0,6.0,112.0,115.0,116.0,35
3400,58.0,5.0,112.0,115.0,116.0,35
3401,59.0,6.0,112.0,116.0,116.0,35
3402,59.0,5.0,113.0,116.0,118.0,35
3403,58.0,9.0,70.0,120.0,113.0,35
3404,64.0,9.0,108.0,120.0,114.0,35
3405,60.0,6.0,110.0,114.0,115.0,35
3406,59.0,5.0,112.0,115.0,115.0,35
3407,60.0,6.0,112.0,116.0,115.0,35
3408,60.0,6.0,111.0,116.0,117.0,35
3409,60.0,6.0,114.0,117.0,115.0,35
3410,61.0,6.0,113.0,118.0,115.0,35
3411,60.0,6.0,114.0,118.0,115.0,35
3412,61.0,6.0,113.0,119.0,116.0,35
3413,59.0,20.0,7.0,127.0,120.0,35
3414,62.0,107.0,107.0,132.0,127.0,35
3415,58.0,122.0,132.0,146.0,130.0,35
3416,48.0,110.0,128.0,134.0,121.0,35
3417,54.0,109.0,121.0,131.0,124.0,35
3418,57.0,106.0,117.0,122.0,121.0,35
3419,64.0,92.0,96.0,107.0,119.0,35
3420,63.0,13.0,91.0,125.0,127.0,35
3421,51.0,6.0,110.0,116.0,112.0,35
3422,50.0,6.0,111.0,117.0,113.0,35
3423,49.0,7.0,109.0,115.0,112.0,35
3424,46.0,6.0,112.0,117.0,112.0,35
3425,44.0,6.0,107.0,114.0,112.0,35
3426,48.0,7.0,103.0,111.0,111.0,35
3427,48.0,7.0,106.0,112.0,111.0,35
3428,45.0,7.0,108.0,114.0,112.0,35
3429,60.0,9.0,115.0,116.0,112.0,35
3430,48.0,6.0,113.0,116.0,115.0,35
3431,66.0,8.0,114.0,115.0,108.0,35
3432,58.0,6.0,120.0,120.0,116.0,35
3433,68.0,6.0,116.0,119.0,116.0,35
3434,72.0,7.0,121.0,124.0,119.0,35
3435,68.0,5.0,115.0,118.0,117.0,35
3436,78.0,5.0,121.0,122.0,113.0,35
3437,76.0,5.0,120.0,121.0,117.0,35
3438,75.0,4.0,121.0,120.0,111.0,35
3439,71.0,4.0,119.0,119.0,112.0,35
3440,70.0,2.0,120.0,117.0,110.0,35
3441,76.0,4.0,119.0,119.0,110.0,35
3442,73.0,2.0,119.0,117.0,109.0,35
3443,76.0,2.0,122.0,119.0,111.0,35
3444,77.0,2.0,118.0,117.0,109.0,35
3445,78.0,2.0,120.0,118.0,108.0,35
3446,76.0,3.0,117.0,116.0,107.0,35
3447,81.0,3.0,120.0,118.0,110.0,35
3448,45.0,139.0,145.0,146.0,125.0,
3449,34.0,133.0,144.0,148.0,149.0,
3450,42.0,122.0,139.0,142.0,134.0,
3451,53.0,121.0,137.0,137.0,134.0,
3452,50.0,125.0,139.0,143.0,139.0,
3453,53.0,123.0,139.0,139.0,137.0,
3454,57.0,125.0,139.0,140.0,135.0,
3455,53.0,125.0,139.0,141.0,137.0,
3456,49.0,122.0,139.0,141.0,137.0,
3457,57.0,124.0,138.0,138.0,133.0,
3458,49.0,126.0,140.0,143.0,138.0,
3459,53.0,123.0,138.0,139.0,134.0,
3460,57.0,126.0,140.0,140.0,135.0,
3461,56.0,125.0,139.0,140.0,134.0,
3462,50.0,125.0,139.0,142.0,138.0,
3463,49.0,123.0,139.0,140.0,137.0,
3464,52.0,124.0,139.0,140.0,137.0,
3465,58.0,126.0,139.0,139.0,134.0,
3466,57.0,124.0,138.0,139.0,134.0,36
3467,59.0,125.0,139.0,138.0,129.0,36
3468,56.0,122.0,137.0,136.0,133.0,36
3469,51.0,127.0,140.0,143.0,138.0,36
3470,58.0,119.0,134.0,132.0,124.0,36
3471,57.0,127.0,140.0,142.0,139.0,36
3472,55.0,120.0,137.0,137.0,130.0,36
3473,56.0,123.0,139.0,140.0,137.0,36
3474,59.0,123.0,138.0,137.0,130.0,36
3475,53.0,125.0,139.0,140.0,136.0,36
3476,53.0,121.0,138.0,138.0,135.0,36
3477,60.0,125.0,138.0,139.0,133.0,36
3478,60.0,124.0,137.0,135.0,127.0,36
3479,54.0,125.0,139.0,141.0,138.0,36
3480,53.0,119.0,136.0,136.0,129.0,36
3481,62.0,124.0,138.0,137.0,130.0,36
3482,55.0,120.0,136.0,134.0,127.0,36
3483,68.0,127.0,138.0,136.0,127.0,36
3484,53.0,121.0,136.0,134.0,126.0,36
3485,55.0,123.0,137.0,139.0,134.0,36
3486,59.0,119.0,135.0,133.0,126.0,36
3487,62.0,125.0,137.0,137.0,130.0,36
3488,53.0,120.0,135.0,131.0,123.0,36
3489,59.0,129.0,140.0,142.0,136.0,36
3490,59.0,120.0,136.0,134.0,125.0,36
3491,62.0,124.0,138.0,137.0,130.0,36
3492,52.0,119.0,135.0,132.0,125.0,36
3493,47.0,122.0,139.0,142.0,143.0,36
3494,63.0,123.0,138.0,136.0,130.0,36
3495,58.0,123.0,138.0,139.0,135.0,36
3496,55.0,121.0,137.0,136.0,131.0,36
3497,50.0,122.0,139.0,141.0,140.0,36
3498,53.0,120.0,137.0,138.0,135.0,36
3499,50.0,118.0,134.0,133.0,127.0,36
3500,54.0,122.0,137.0,135.0,127.0,36
3501,53.0,118.0,135.0,135.0,127.0,36
3502,53.0,117.0,134.0,133.0,125.0,36
3503,50.0,117.0,135.0,135.0,130.0,36
3504,59.0,119.0,134.0,133.0,125.0,36
3505,63.0,124.0,136.0,134.0,127.0,36
3506,55.0,123.0,135.0,137.0,132.0,36
3507,43.0,117.0,135.0,139.0,136.0,36
3508,44.0,121.0,137.0,140.0,141.0,36
3509,62.0,119.0,134.0,133.0,136.0,36
3510,61.0,118.0,133.0,133.0,134.0,36
3511,55.0,108.0,126.0,128.0,126.0,36
3512,55.0,106.0,125.0,127.0,129.0,36
3513,48.0,94.0,120.0,130.0,125.0,36
3514,48.0,89.0,113.0,121.0,120.0,36
3515,46.0,69.0,98.0,110.0,109.0,36
3516,49.0,70.0,98.0,111.0,111.0,36
3517,49.0,58.0,65.0,70.0,78.0,36
3518,51.0,58.0,67.0,74.0,80.0,36
