frame,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,label
789,36.0,107.0,104.0,105.0,100.0,6
790,33.0,105.0,104.0,101.0,98.0,6
791,34.0,107.0,104.0,103.0,98.0,6
792,32.0,108.0,106.0,106.0,100.0,6
793,32.0,106.0,103.0,101.0,96.0,6
794,33.0,107.0,104.0,105.0,99.0,6
795,33.0,108.0,106.0,106.0,100.0,6
796,32.0,108.0,106.0,107.0,100.0,6
797,32.0,109.0,106.0,107.0,102.0,6
798,32.0,110.0,109.0,109.0,103.0,6
799,33.0,109.0,108.0,109.0,103.0,6
800,33.0,109.0,107.0,108.0,104.0,6
801,32.0,109.0,107.0,108.0,104.0,6
802,32.0,108.0,106.0,106.0,101.0,6
803,32.0,109.0,106.0,106.0,102.0,6
804,32.0,107.0,105.0,106.0,101.0,6
805,33.0,108.0,105.0,106.0,102.0,6
806,35.0,108.0,107.0,109.0,105.0,6
807,33.0,106.0,105.0,107.0,101.0,6
808,33.0,109.0,106.0,108.0,104.0,6
809,32.0,107.0,105.0,106.0,103.0,6
810,33.0,109.0,107.0,108.0,102.0,6
811,32.0,107.0,106.0,108.0,102.0,6
812,33.0,110.0,107.0,110.0,104.0,6
813,32.0,108.0,105.0,107.0,103.0,6
814,33.0,109.0,105.0,108.0,104.0,6
815,32.0,109.0,105.0,108.0,104.0,6
816,33.0,108.0,104.0,108.0,104.0,6
817,32.0,108.0,104.0,107.0,103.0,6
818,32.0,109.0,104.0,107.0,103.0,6
819,32.0,109.0,104.0,107.0,103.0,6
820,33.0,109.0,104.0,107.0,103.0,6
821,32.0,109.0,104.0,107.0,103.0,6
822,32.0,110.0,104.0,108.0,103.0,6
823,32.0,109.0,104.0,107.0,103.0,6
824,32.0,108.0,104.0,107.0,104.0,6
825,31.0,109.0,104.0,107.0,104.0,6
826,32.0,109.0,106.0,109.0,107.0,6
827,32.0,109.0,105.0,108.0,105.0,
828,30.0,109.0,103.0,106.0,104.0,
829,31.0,109.0,105.0,108.0,104.0,
830,31.0,109.0,104.0,107.0,104.0,
831,31.0,108.0,104.0,106.0,103.0,
832,31.0,109.0,105.0,108.0,104.0,
833,31.0,109.0,105.0,108.0,103.0,
834,22.0,20.0,118.0,134.0,93.0,
835,21.0,35.0,123.0,136.0,81.0,
836,26.0,38.0,126.0,146.0,84.0,
837,25.0,41.0,132.0,153.0,85.0,
838,25.0,44.0,136.0,154.0,84.0,
839,27.0,42.0,137.0,155.0,88.0,
840,26.0,42.0,135.0,152.0,86.0,
841,26.0,44.0,137.0,154.0,89.0,
842,24.0,43.0,134.0,153.0,86.0,
843,24.0,47.0,138.0,155.0,88.0,
844,24.0,46.0,135.0,153.0,87.0,
845,26.0,44.0,137.0,155.0,88.0,
846,24.0,47.0,135.0,152.0,88.0,
847,27.0,45.0,137.0,155.0,88.0,
848,26.0,46.0,136.0,153.0,87.0,
849,25.0,47.0,135.0,153.0,88.0,
850,26.0,47.0,137.0,154.0,88.0,
851,26.0,48.0,138.0,153.0,88.0,7
852,25.0,49.0,138.0,153.0,87.0,7
853,25.0,49.0,139.0,154.0,88.0,7
854,25.0,46.0,137.0,154.0,87.0,7
855,25.0,49.0,138.0,154.0,89.0,7
856,26.0,49.0,137.0,153.0,90.0,7
857,25.0,47.0,138.0,154.0,88.0,7
858,25.0,46.0,137.0,154.0,86.0,7
859,27.0,43.0,135.0,153.0,89.0,7
860,26.0,48.0,138.0,153.0,88.0,7
861,25.0,50.0,138.0,153.0,88.0,7
862,28.0,43.0,137.0,154.0,88.0,7
863,25.0,49.0,137.0,153.0,87.0,7
864,26.0,46.0,135.0,152.0,89.0,7
865,26.0,49.0,138.0,153.0,88.0,7
866,25.0,46.0,137.0,153.0,87.0,7
867,26.0,47.0,137.0,153.0,88.0,7
868,26.0,44.0,135.0,153.0,88.0,7
869,26.0,45.0,136.0,153.0,89.0,7
870,25.0,46.0,136.0,153.0,87.0,7
871,26.0,43.0,134.0,152.0,89.0,7
872,26.0,46.0,136.0,153.0,88.0,7
873,26.0,47.0,136.0,153.0,88.0,7
874,25.0,48.0,137.0,153.0,88.0,7
875,26.0,47.0,137.0,154.0,88.0,7
876,26.0,44.0,137.0,153.0,88.0,7
877,25.0,45.0,135.0,152.0,86.0,7
878,26.0,42.0,134.0,150.0,89.0,7
879,25.0,42.0,135.0,152.0,86.0,7
880,26.0,44.0,137.0,153.0,89.0,7
881,26.0,44.0,135.0,152.0,87.0,7
882,27.0,41.0,136.0,151.0,89.0,7
883,26.0,43.0,134.0,151.0,86.0,7
884,27.0,42.0,138.0,153.0,88.0,7
885,26.0,42.0,137.0,152.0,88.0,7
886,26.0,43.0,136.0,152.0,88.0,7
887,28.0,40.0,137.0,151.0,90.0,7
888,26.0,42.0,136.0,152.0,89.0,7
889,26.0,43.0,138.0,153.0,87.0,7
890,26.0,42.0,136.0,153.0,88.0,7
891,27.0,42.0,135.0,151.0,89.0,7
892,27.0,41.0,137.0,152.0,90.0,7
893,25.0,40.0,138.0,152.0,87.0,7
894,26.0,41.0,135.0,152.0,87.0,7
895,26.0,41.0,135.0,150.0,90.0,7
896,27.0,40.0,138.0,153.0,88.0,7
897,25.0,40.0,138.0,154.0,86.0,7
898,26.0,40.0,135.0,151.0,89.0,7
899,27.0,40.0,135.0,150.0,90.0,7
900,26.0,40.0,137.0,152.0,88.0,7
901,25.0,45.0,137.0,153.0,89.0,7
902,27.0,38.0,139.0,152.0,89.0,7
903,26.0,41.0,136.0,152.0,86.0,7
904,27.0,39.0,136.0,151.0,89.0,7
905,26.0,39.0,137.0,152.0,88.0,7
906,25.0,41.0,135.0,152.0,87.0,7
907,26.0,39.0,137.0,151.0,89.0,7
908,26.0,40.0,136.0,151.0,88.0,7
909,25.0,41.0,135.0,152.0,87.0,7
910,27.0,40.0,137.0,151.0,90.0,7
911,26.0,40.0,135.0,151.0,87.0,7
912,25.0,42.0,135.0,151.0,87.0,7
913,26.0,40.0,137.0,150.0,90.0,7
914,26.0,41.0,138.0,152.0,88.0,7
915,26.0,44.0,138.0,154.0,87.0,7
916,25.0,42.0,136.0,151.0,89.0,7
917,26.0,40.0,139.0,153.0,88.0,7
918,24.0,41.0,136.0,152.0,86.0,7
919,26.0,43.0,137.0,152.0,89.0,7
920,27.0,40.0,137.0,151.0,90.0,7
921,25.0,40.0,136.0,151.0,87.0,7
922,25.0,42.0,135.0,151.0,88.0,7
923,26.0,39.0,138.0,151.0,88.0,7
924,26.0,40.0,136.0,152.0,88.0,7
925,26.0,42.0,137.0,152.0,89.0,
926,27.0,38.0,138.0,151.0,88.0,
927,25.0,38.0,137.0,151.0,88.0,
928,26.0,38.0,137.0,152.0,89.0,
929,25.0,39.0,137.0,153.0,88.0,
930,26.0,40.0,137.0,153.0,87.0,
931,27.0,37.0,135.0,151.0,87.0,
932,26.0,36.0,135.0,150.0,87.0,
933,26.0,34.0,136.0,150.0,88.0,
934,25.0,33.0,136.0,152.0,87.0,
935,24.0,33.0,134.0,151.0,86.0,8
936,26.0,34.0,136.0,151.0,88.0,8
937,25.0,29.0,133.0,149.0,86.0,8
938,26.0,27.0,138.0,151.0,85.0,8
939,26.0,27.0,136.0,149.0,86.0,8
940,26.0,30.0,138.0,149.0,86.0,8
941,27.0,29.0,138.0,148.0,84.0,8
942,25.0,29.0,135.0,146.0,84.0,8
943,26.0,29.0,137.0,148.0,85.0,8
944,27.0,32.0,137.0,147.0,84.0,8
945,25.0,26.0,132.0,145.0,84.0,8
946,26.0,36.0,135.0,142.0,81.0,8
947,26.0,36.0,131.0,139.0,82.0,8
948,28.0,39.0,131.0,134.0,84.0,8
949,26.0,39.0,133.0,138.0,81.0,8
950,29.0,39.0,130.0,136.0,85.0,8
951,28.0,39.0,133.0,137.0,82.0,8
952,28.0,43.0,130.0,136.0,85.0,8
953,28.0,43.0,127.0,133.0,82.0,8
954,28.0,49.0,134.0,139.0,83.0,8
955,29.0,44.0,132.0,139.0,83.0,8
956,30.0,48.0,127.0,134.0,84.0,8
957,28.0,51.0,131.0,138.0,84.0,8
958,29.0,53.0,121.0,133.0,87.0,8
959,27.0,54.0,126.0,136.0,85.0,8
960,27.0,56.0,125.0,139.0,87.0,8
961,26.0,58.0,125.0,138.0,88.0,8
962,27.0,56.0,123.0,136.0,89.0,8
963,26.0,58.0,124.0,138.0,88.0,8
964,26.0,59.0,123.0,138.0,87.0,8
965,24.0,57.0,119.0,133.0,89.0,8
966,24.0,59.0,122.0,136.0,88.0,8
967,25.0,58.0,121.0,134.0,87.0,8
968,25.0,59.0,122.0,135.0,88.0,8
969,23.0,58.0,121.0,132.0,86.0,8
970,24.0,61.0,121.0,136.0,87.0,8
971,23.0,57.0,120.0,132.0,89.0,8
972,24.0,58.0,118.0,132.0,88.0,8
973,23.0,57.0,119.0,133.0,89.0,8
974,23.0,55.0,118.0,133.0,88.0,8
975,23.0,54.0,116.0,131.0,89.0,8
976,23.0,57.0,114.0,128.0,88.0,8
977,23.0,58.0,118.0,130.0,88.0,8
978,24.0,56.0,118.0,130.0,88.0,8
979,22.0,58.0,118.0,130.0,88.0,8
980,23.0,58.0,118.0,130.0,89.0,8
981,23.0,55.0,119.0,130.0,88.0,8
982,23.0,56.0,120.0,131.0,88.0,8
983,23.0,58.0,122.0,134.0,88.0,8
984,23.0,58.0,118.0,130.0,87.0,8
985,23.0,57.0,119.0,131.0,87.0,8
986,23.0,56.0,118.0,129.0,87.0,8
987,24.0,57.0,121.0,132.0,87.0,8
988,22.0,57.0,118.0,131.0,86.0,8
989,24.0,57.0,122.0,132.0,87.0,8
990,22.0,55.0,120.0,131.0,87.0,8
991,24.0,57.0,119.0,129.0,88.0,
992,23.0,57.0,122.0,133.0,88.0,
993,24.0,58.0,118.0,130.0,88.0,
994,24.0,58.0,120.0,132.0,88.0,
995,24.0,57.0,122.0,134.0,88.0,
996,23.0,57.0,121.0,133.0,87.0,
997,24.0,57.0,119.0,130.0,88.0,
998,24.0,58.0,119.0,131.0,88.0,
999,25.0,57.0,121.0,133.0,89.0,
1000,25.0,58.0,121.0,134.0,89.0,
1001,25.0,57.0,122.0,135.0,89.0,
1002,24.0,56.0,120.0,135.0,88.0,
1003,25.0,57.0,119.0,131.0,88.0,
1004,24.0,58.0,121.0,134.0,88.0,
1005,24.0,57.0,125.0,138.0,89.0,
1006,25.0,56.0,125.0,138.0,89.0,
1007,24.0,58.0,119.0,133.0,88.0,
1008,25.0,58.0,124.0,136.0,90.0,
1009,24.0,57.0,120.0,135.0,87.0,
1010,25.0,58.0,122.0,134.0,89.0,
1011,25.0,58.0,121.0,136.0,89.0,
1012,25.0,57.0,120.0,133.0,91.0,
1013,25.0,57.0,120.0,135.0,89.0,
1014,44.0,116.0,124.0,141.0,142.0,
1015,66.0,110.0,139.0,169.0,105.0,
1016,74.0,125.0,139.0,158.0,119.0,
1017,67.0,114.0,126.0,152.0,128.0,
1018,63.0,111.0,118.0,146.0,128.0,
1019,69.0,112.0,118.0,149.0,131.0,
1020,73.0,112.0,120.0,150.0,130.0,
1021,73.0,113.0,121.0,151.0,131.0,
1022,75.0,115.0,122.0,153.0,131.0,
1023,72.0,118.0,129.0,153.0,131.0,
1024,73.0,118.0,123.0,153.0,131.0,
1025,72.0,114.0,124.0,152.0,131.0,
1026,71.0,114.0,121.0,150.0,132.0,
1027,72.0,115.0,123.0,152.0,133.0,
1028,71.0,114.0,120.0,151.0,132.0,
1029,74.0,116.0,127.0,152.0,132.0,
1030,72.0,115.0,122.0,151.0,132.0,
1031,69.0,115.0,122.0,151.0,132.0,
1032,71.0,115.0,121.0,151.0,132.0,
1033,71.0,116.0,121.0,151.0,133.0,
1034,69.0,115.0,121.0,150.0,132.0,
1035,74.0,115.0,125.0,152.0,131.0,
1036,73.0,115.0,121.0,151.0,132.0,9
1037,74.0,119.0,127.0,154.0,131.0,9
1038,69.0,117.0,123.0,151.0,132.0,9
1039,71.0,116.0,121.0,151.0,132.0,9
1040,71.0,113.0,120.0,150.0,131.0,9
1041,72.0,114.0,124.0,151.0,132.0,9
1042,73.0,116.0,126.0,152.0,132.0,9
1043,70.0,115.0,123.0,151.0,133.0,9
1044,69.0,114.0,119.0,150.0,133.0,9
1045,73.0,116.0,123.0,151.0,132.0,9
1046,73.0,116.0,122.0,152.0,131.0,9
1047,70.0,115.0,122.0,150.0,133.0,9
1048,72.0,116.0,128.0,153.0,133.0,9
1049,71.0,114.0,122.0,152.0,132.0,9
1050,65.0,113.0,120.0,149.0,132.0,9
1051,67.0,112.0,118.0,149.0,133.0,9
1052,72.0,116.0,126.0,152.0,133.0,9
1053,70.0,115.0,125.0,154.0,132.0,9
1054,67.0,113.0,119.0,148.0,133.0,9
1055,71.0,115.0,124.0,151.0,133.0,9
1056,70.0,112.0,121.0,150.0,133.0,9
1057,67.0,114.0,122.0,150.0,134.0,9
1058,69.0,114.0,120.0,151.0,133.0,9
1059,71.0,112.0,121.0,150.0,132.0,9
1060,72.0,117.0,129.0,153.0,133.0,9
1061,70.0,116.0,125.0,154.0,132.0,9
1062,67.0,114.0,121.0,149.0,133.0,9
1063,71.0,115.0,122.0,151.0,132.0,9
1064,72.0,113.0,119.0,150.0,131.0,9
1065,73.0,115.0,127.0,153.0,133.0,9
1066,72.0,114.0,124.0,154.0,131.0,9
1067,72.0,116.0,122.0,151.0,133.0,9
1068,70.0,117.0,126.0,152.0,134.0,9
1069,71.0,117.0,125.0,154.0,132.0,9
1070,71.0,116.0,123.0,151.0,134.0,9
1071,71.0,115.0,124.0,154.0,133.0,9
1072,70.0,116.0,124.0,152.0,134.0,9
1073,70.0,115.0,123.0,150.0,134.0,9
1074,69.0,115.0,123.0,152.0,134.0,9
1075,70.0,114.0,125.0,153.0,134.0,9
1076,69.0,114.0,122.0,151.0,133.0,9
1077,69.0,113.0,119.0,150.0,133.0,9
1078,67.0,114.0,123.0,151.0,133.0,9
1079,69.0,111.0,122.0,152.0,133.0,9
1080,70.0,113.0,122.0,150.0,134.0,9
1081,68.0,115.0,124.0,152.0,134.0,9
1082,69.0,116.0,124.0,151.0,135.0,9
1083,68.0,116.0,121.0,151.0,134.0,9
1084,69.0,115.0,119.0,151.0,134.0,9
1085,70.0,115.0,121.0,152.0,133.0,9
1086,67.0,116.0,124.0,154.0,133.0,9
1087,69.0,114.0,123.0,151.0,134.0,9
1088,70.0,117.0,125.0,152.0,134.0,9
1089,70.0,115.0,121.0,153.0,134.0,9
1090,67.0,115.0,122.0,152.0,133.0,
1091,67.0,115.0,126.0,154.0,134.0,
1092,69.0,115.0,123.0,151.0,135.0,
1093,69.0,116.0,122.0,151.0,135.0,
1094,69.0,117.0,123.0,152.0,135.0,
1095,68.0,117.0,124.0,155.0,135.0,
1096,69.0,115.0,123.0,154.0,134.0,
1097,68.0,116.0,122.0,153.0,135.0,
1098,66.0,114.0,123.0,153.0,134.0,
1099,68.0,116.0,123.0,152.0,135.0,
1100,68.0,114.0,123.0,151.0,133.0,
1101,67.0,118.0,124.0,152.0,134.0,
1102,69.0,113.0,122.0,150.0,133.0,
1103,64.0,114.0,120.0,149.0,134.0,
1104,79.0,143.0,118.0,138.0,125.0,
1105,66.0,108.0,122.0,149.0,133.0,
1106,64.0,102.0,115.0,141.0,131.0,
1107,67.0,101.0,111.0,139.0,128.0,
1108,63.0,102.0,112.0,138.0,130.0,
1109,63.0,106.0,115.0,140.0,131.0,
1110,64.0,108.0,116.0,139.0,131.0,
1111,61.0,105.0,112.0,133.0,130.0,
1112,62.0,109.0,116.0,137.0,130.0,
1113,62.0,107.0,114.0,135.0,130.0,
1114,63.0,108.0,114.0,134.0,129.0,
1115,64.0,109.0,116.0,138.0,130.0,
1116,62.0,108.0,113.0,134.0,130.0,
1117,65.0,110.0,117.0,139.0,130.0,
1118,63.0,109.0,113.0,135.0,129.0,
1119,65.0,109.0,115.0,138.0,130.0,10
1120,63.0,109.0,114.0,136.0,130.0,10
1121,63.0,108.0,113.0,135.0,129.0,10
1122,62.0,105.0,114.0,133.0,130.0,10
1123,67.0,108.0,115.0,137.0,130.0,10
1124,64.0,101.0,115.0,132.0,130.0,10
1125,64.0,107.0,115.0,136.0,129.0,10
1126,62.0,71.0,105.0,129.0,129.0,10
1127,61.0,80.0,90.0,133.0,133.0,10
1128,49.0,54.0,115.0,126.0,126.0,10
1129,51.0,53.0,112.0,125.0,125.0,10
1130,56.0,32.0,111.0,122.0,124.0,10
1131,55.0,32.0,109.0,122.0,123.0,10
1132,59.0,22.0,118.0,121.0,121.0,10
1133,57.0,22.0,112.0,118.0,120.0,10
1134,58.0,18.0,119.0,117.0,119.0,10
1135,58.0,18.0,113.0,116.0,117.0,10
1136,59.0,13.0,117.0,118.0,117.0,10
1137,59.0,14.0,113.0,117.0,118.0,10
1138,57.0,11.0,120.0,116.0,117.0,10
1139,60.0,9.0,119.0,115.0,119.0,10
1140,57.0,7.0,116.0,114.0,119.0,10
1141,56.0,5.0,118.0,114.0,121.0,10
1142,55.0,4.0,119.0,112.0,118.0,10
1143,51.0,3.0,115.0,115.0,122.0,10
1144,66.0,13.0,135.0,128.0,117.0,10
1145,48.0,3.0,108.0,120.0,126.0,10
1146,67.0,13.0,130.0,124.0,116.0,10
1147,39.0,7.0,123.0,128.0,132.0,10
1148,69.0,13.0,131.0,126.0,117.0,10
1149,38.0,5.0,124.0,133.0,136.0,10
1150,65.0,12.0,131.0,125.0,117.0,10
1151,49.0,3.0,119.0,129.0,131.0,10
1152,67.0,12.0,126.0,120.0,117.0,10
1153,59.0,4.0,114.0,120.0,131.0,10
1154,62.0,5.0,115.0,119.0,128.0,10
1155,62.0,6.0,111.0,116.0,126.0,10
1156,61.0,11.0,116.0,115.0,125.0,10
1157,61.0,13.0,112.0,108.0,115.0,10
1158,59.0,15.0,115.0,113.0,117.0,10
1159,60.0,15.0,113.0,112.0,119.0,10
1160,57.0,15.0,115.0,112.0,118.0,10
1161,58.0,15.0,112.0,111.0,116.0,10
1162,60.0,15.0,113.0,112.0,116.0,10
1163,57.0,15.0,117.0,114.0,118.0,10
1164,56.0,15.0,115.0,113.0,118.0,10
1165,59.0,15.0,116.0,113.0,118.0,10
1166,60.0,14.0,117.0,114.0,118.0,10
1167,60.0,15.0,115.0,113.0,117.0,10
1168,57.0,15.0,116.0,114.0,119.0,10
1169,59.0,15.0,119.0,115.0,121.0,10
1170,58.0,16.0,117.0,114.0,120.0,10
1171,58.0,15.0,118.0,115.0,120.0,10
1172,59.0,15.0,117.0,115.0,121.0,10
1173,59.0,15.0,120.0,116.0,122.0,10
1174,58.0,16.0,117.0,115.0,120.0,10
1175,59.0,15.0,120.0,116.0,121.0,10
1176,56.0,16.0,117.0,115.0,120.0,10
1177,57.0,16.0,118.0,116.0,122.0,10
1178,58.0,15.0,118.0,115.0,120.0,10
1179,57.0,16.0,117.0,116.0,121.0,10
1180,58.0,15.0,120.0,116.0,121.0,10
1181,58.0,15.0,117.0,116.0,120.0,10
1182,60.0,16.0,117.0,115.0,121.0,
1183,58.0,15.0,119.0,116.0,121.0,
1184,57.0,15.0,118.0,116.0,121.0,
1185,58.0,15.0,120.0,118.0,122.0,
1186,58.0,16.0,117.0,116.0,120.0,
1187,56.0,16.0,119.0,116.0,121.0,
1188,58.0,15.0,118.0,117.0,121.0,
1189,58.0,15.0,118.0,116.0,122.0,
1190,58.0,15.0,118.0,116.0,121.0,
1191,59.0,15.0,117.0,115.0,121.0,
1192,59.0,15.0,119.0,117.0,122.0,
1193,59.0,16.0,118.0,117.0,121.0,
1194,81.0,134.0,105.0,133.0,127.0,
1195,57.0,120.0,120.0,151.0,139.0,
1196,56.0,112.0,116.0,149.0,135.0,
1197,61.0,113.0,117.0,149.0,136.0,
1198,61.0,120.0,122.0,153.0,137.0,
1199,62.0,115.0,117.0,149.0,134.0,
1200,59.0,122.0,126.0,155.0,137.0,
1201,59.0,117.0,121.0,152.0,135.0,
1202,60.0,121.0,125.0,151.0,135.0,
1203,62.0,121.0,124.0,151.0,135.0,
1204,59.0,123.0,127.0,153.0,137.0,
1205,59.0,116.0,119.0,150.0,135.0,
1206,61.0,122.0,125.0,150.0,135.0,
1207,62.0,121.0,123.0,153.0,135.0,11
1208,61.0,123.0,123.0,150.0,135.0,11
1209,61.0,121.0,122.0,152.0,134.0,11
1210,60.0,125.0,127.0,151.0,135.0,11
1211,59.0,120.0,123.0,153.0,134.0,11
1212,60.0,125.0,127.0,151.0,135.0,11
1213,59.0,120.0,122.0,152.0,134.0,11
1214,60.0,123.0,125.0,150.0,135.0,11
1215,61.0,121.0,122.0,151.0,134.0,11
1216,61.0,123.0,126.0,153.0,136.0,11
1217,61.0,120.0,123.0,152.0,134.0,11
1218,61.0,122.0,125.0,152.0,136.0,11
1219,62.0,121.0,123.0,153.0,134.0,11
1220,61.0,122.0,125.0,151.0,135.0,11
1221,62.0,117.0,121.0,151.0,134.0,11
1222,61.0,121.0,125.0,152.0,136.0,11
1223,62.0,117.0,121.0,152.0,135.0,11
1224,62.0,120.0,123.0,151.0,134.0,11
1225,63.0,119.0,120.0,151.0,134.0,11
1226,62.0,120.0,123.0,151.0,135.0,11
1227,62.0,115.0,119.0,151.0,134.0,11
1228,61.0,114.0,117.0,145.0,132.0,11
1229,61.0,109.0,113.0,140.0,131.0,11
1230,61.0,107.0,109.0,138.0,131.0,11
1231,61.0,108.0,110.0,138.0,132.0,11
1232,62.0,101.0,108.0,135.0,131.0,11
1233,59.0,103.0,108.0,134.0,130.0,11
1234,59.0,101.0,107.0,133.0,129.0,11
1235,58.0,103.0,111.0,136.0,128.0,11
1236,60.0,101.0,108.0,129.0,126.0,11
1237,62.0,101.0,109.0,131.0,126.0,11
1238,62.0,98.0,109.0,130.0,125.0,11
1239,61.0,99.0,109.0,128.0,125.0,11
1240,55.0,95.0,107.0,128.0,124.0,11
1241,53.0,96.0,108.0,132.0,128.0,11
1242,56.0,88.0,105.0,119.0,120.0,11
1243,53.0,91.0,103.0,113.0,116.0,11
1244,54.0,87.0,104.0,110.0,112.0,11
1245,52.0,87.0,105.0,110.0,111.0,11
1246,54.0,85.0,101.0,107.0,109.0,11
1247,58.0,84.0,100.0,105.0,107.0,11
1248,45.0,71.0,83.0,90.0,97.0,11
1249,44.0,74.0,88.0,93.0,98.0,11
1250,35.0,65.0,76.0,78.0,87.0,11
1251,35.0,65.0,75.0,78.0,87.0,11
1252,29.0,60.0,70.0,73.0,83.0,11
1253,28.0,60.0,71.0,75.0,84.0,11
1254,17.0,54.0,63.0,66.0,76.0,11
1255,17.0,55.0,63.0,66.0,76.0,11
1256,11.0,49.0,54.0,51.0,59.0,11
1257,15.0,49.0,55.0,51.0,58.0,11
1258,14.0,46.0,50.0,46.0,52.0,11
1259,10.0,47.0,51.0,47.0,52.0,11
1260,9.0,45.0,49.0,43.0,47.0,11
1261,9.0,44.0,49.0,43.0,46.0,11
1262,10.0,42.0,45.0,38.0,43.0,11
1263,10.0,43.0,45.0,39.0,44.0,11
1264,11.0,41.0,42.0,32.0,36.0,11
1265,12.0,40.0,40.0,33.0,38.0,11
1266,13.0,39.0,39.0,29.0,34.0,11
1267,12.0,39.0,39.0,31.0,35.0,11
1268,15.0,37.0,37.0,29.0,31.0,11
1269,14.0,37.0,37.0,29.0,32.0,11
1270,14.0,38.0,38.0,30.0,32.0,11
1271,16.0,37.0,36.0,29.0,32.0,11
1272,13.0,37.0,38.0,30.0,33.0,11
1273,17.0,37.0,37.0,29.0,33.0,11
1274,16.0,37.0,37.0,30.0,32.0,
1275,15.0,37.0,38.0,30.0,33.0,
1276,17.0,36.0,37.0,31.0,30.0,
1277,13.0,39.0,39.0,30.0,34.0,
1278,17.0,36.0,36.0,30.0,34.0,
1279,16.0,38.0,38.0,30.0,33.0,
1280,16.0,37.0,37.0,30.0,33.0,
1281,15.0,38.0,38.0,29.0,33.0,
1282,17.0,36.0,35.0,28.0,32.0,
1283,16.0,38.0,37.0,29.0,33.0,
1284,64.0,138.0,131.0,154.0,136.0,
1285,57.0,121.0,127.0,151.0,133.0,
1286,56.0,120.0,129.0,155.0,134.0,
1287,60.0,114.0,123.0,153.0,133.0,
1288,59.0,118.0,127.0,153.0,135.0,
1289,59.0,120.0,129.0,154.0,135.0,
1290,59.0,113.0,122.0,151.0,134.0,
1291,59.0,117.0,126.0,153.0,134.0,
1292,60.0,110.0,120.0,149.0,133.0,
1293,59.0,116.0,124.0,151.0,135.0,12
1294,59.0,113.0,121.0,150.0,135.0,12
1295,59.0,116.0,124.0,150.0,135.0,12
1296,61.0,114.0,121.0,147.0,132.0,12
1297,58.0,114.0,119.0,151.0,134.0,12
1298,58.0,111.0,119.0,144.0,132.0,12
1299,57.0,113.0,119.0,150.0,134.0,12
1300,57.0,111.0,118.0,143.0,132.0,12
1301,56.0,112.0,118.0,146.0,133.0,12
1302,57.0,110.0,117.0,143.0,132.0,12
1303,57.0,111.0,116.0,143.0,133.0,12
1304,57.0,103.0,110.0,137.0,131.0,12
1305,58.0,102.0,110.0,137.0,130.0,12
1306,57.0,97.0,111.0,136.0,130.0,12
1307,55.0,94.0,108.0,131.0,127.0,12
1308,57.0,91.0,107.0,130.0,127.0,12
1309,58.0,92.0,104.0,127.0,126.0,12
1310,56.0,77.0,109.0,129.0,128.0,12
1311,59.0,86.0,113.0,128.0,126.0,12
1312,51.0,69.0,107.0,124.0,124.0,12
1313,59.0,72.0,110.0,126.0,126.0,12
1314,49.0,54.0,108.0,123.0,122.0,12
1315,52.0,53.0,111.0,125.0,123.0,12
1316,45.0,46.0,109.0,115.0,110.0,12
1317,47.0,46.0,108.0,115.0,110.0,12
1318,50.0,37.0,104.0,108.0,102.0,12
1319,49.0,37.0,104.0,108.0,102.0,12
1320,54.0,24.0,98.0,102.0,100.0,12
1321,48.0,23.0,96.0,100.0,99.0,12
1322,42.0,13.0,83.0,89.0,95.0,12
1323,43.0,12.0,82.0,87.0,93.0,12
1324,25.0,10.0,82.0,87.0,95.0,12
1325,29.0,8.0,81.0,82.0,90.0,12
1326,6.0,6.0,76.0,81.0,88.0,12
1327,8.0,6.0,78.0,80.0,89.0,12
1328,4.0,7.0,76.0,80.0,90.0,12
1329,6.0,6.0,79.0,80.0,90.0,12
1330,4.0,7.0,72.0,77.0,87.0,12
1331,6.0,6.0,72.0,76.0,86.0,12
1332,4.0,7.0,69.0,73.0,85.0,12
1333,5.0,7.0,69.0,73.0,84.0,12
1334,3.0,7.0,66.0,69.0,84.0,12
1335,2.0,7.0,66.0,71.0,82.0,12
1336,4.0,7.0,66.0,70.0,84.0,12
1337,3.0,7.0,67.0,71.0,84.0,12
1338,5.0,6.0,64.0,67.0,83.0,12
1339,5.0,6.0,66.0,68.0,82.0,12
1340,5.0,6.0,64.0,66.0,82.0,12
1341,3.0,6.0,64.0,67.0,81.0,12
1342,5.0,6.0,64.0,67.0,83.0,12
1343,5.0,6.0,64.0,67.0,82.0,12
1344,5.0,6.0,65.0,68.0,84.0,12
1345,5.0,6.0,65.0,68.0,83.0,12
1346,5.0,6.0,64.0,66.0,81.0,12
1347,4.0,6.0,64.0,66.0,82.0,12
1348,4.0,6.0,64.0,67.0,84.0,12
1349,4.0,6.0,64.0,66.0,83.0,12
1350,5.0,6.0,64.0,67.0,84.0,12
1351,5.0,6.0,64.0,67.0,84.0,12
1352,4.0,6.0,63.0,65.0,82.0,
1353,3.0,6.0,63.0,64.0,81.0,
1354,4.0,6.0,64.0,66.0,83.0,
1355,3.0,6.0,63.0,65.0,82.0,
1356,3.0,6.0,63.0,66.0,84.0,
1357,4.0,6.0,64.0,66.0,84.0,
1358,3.0,6.0,63.0,65.0,83.0,
1359,3.0,7.0,64.0,67.0,83.0,
1360,3.0,6.0,63.0,66.0,84.0,
1361,2.0,7.0,64.0,66.0,84.0,
